work_name_en,release_or_first_broadcast_date,location_text_from_category,source_category,work_wikidata_id,imdb_id,wikipedia_url,episode_timecode_start,episode_timecode_end,data_source,license
A Kind of Loving (film),,Greater Manchester,Category:Films shot in Greater Manchester,,,https://en.wikipedia.org/wiki/A_Kind_of_Loving_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Knight in Camelot,,Northumberland,Category:Films shot in Northumberland,,,https://en.wikipedia.org/wiki/A_Knight_in_Camelot,,,English Wikipedia category membership,CC BY-SA 4.0
A Knight in London,,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/A_Knight_in_London,,,English Wikipedia category membership,CC BY-SA 4.0
A Knight of the Seven Kingdoms (TV series),,Northern Ireland,Category:Television shows shot in Northern Ireland,,,https://en.wikipedia.org/wiki/A_Knight_of_the_Seven_Kingdoms_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Lady Mislaid,,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/A_Lady_Mislaid,,,English Wikipedia category membership,CC BY-SA 4.0
A League of Their Own (British game show),,BBC Elstree Centre,Category:Television shows shot at BBC Elstree Centre,,,https://en.wikipedia.org/wiki/A_League_of_Their_Own_%28British_game_show%29,,,English Wikipedia category membership,CC BY-SA 4.0
A League of Their Own (British game show),,Elstree Film Studios,Category:Television shows shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/A_League_of_Their_Own_%28British_game_show%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Letter from Ulster,,Northern Ireland,Category:Films shot in Northern Ireland,,,https://en.wikipedia.org/wiki/A_Letter_from_Ulster,,,English Wikipedia category membership,CC BY-SA 4.0
A Little Bit of Fluff (1919 film),1919,Kew Bridge Studios,Category:Films shot at Kew Bridge Studios,,,https://en.wikipedia.org/wiki/A_Little_Bit_of_Fluff_%281919_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Little Bit of Fluff (1928 film),1928,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/A_Little_Bit_of_Fluff_%281928_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Little Chaos,,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/A_Little_Chaos,,,English Wikipedia category membership,CC BY-SA 4.0
A Little Chaos,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/A_Little_Chaos,,,English Wikipedia category membership,CC BY-SA 4.0
A Little Chaos,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/A_Little_Chaos,,,English Wikipedia category membership,CC BY-SA 4.0
A Lizard in a Woman's Skin,,Bedfordshire,Category:Films shot in Bedfordshire,,,https://en.wikipedia.org/wiki/A_Lizard_in_a_Woman%27s_Skin,,,English Wikipedia category membership,CC BY-SA 4.0
A Lizard in a Woman's Skin,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/A_Lizard_in_a_Woman%27s_Skin,,,English Wikipedia category membership,CC BY-SA 4.0
A Lonely Place to Die,,Scotland,Category:Films shot in Scotland,,,https://en.wikipedia.org/wiki/A_Lonely_Place_to_Die,,,English Wikipedia category membership,CC BY-SA 4.0
A Long Way to Come Home,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/A_Long_Way_to_Come_Home,,,English Wikipedia category membership,CC BY-SA 4.0
A Lost Leader (film),,Cricklewood Studios,Category:Films shot at Cricklewood Studios,,,https://en.wikipedia.org/wiki/A_Lost_Leader_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Lucky Sweep,,Rock Studios,Category:Films shot at Rock Studios,,,https://en.wikipedia.org/wiki/A_Lucky_Sweep,,,English Wikipedia category membership,CC BY-SA 4.0
A Man About the House,,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/A_Man_About_the_House,,,English Wikipedia category membership,CC BY-SA 4.0
A Man for All Seasons (1988 film),1988,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/A_Man_for_All_Seasons_%281988_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Man of Mayfair,,"Imperial Studios, Elstree","Category:Films shot at Imperial Studios, Elstree",,,https://en.wikipedia.org/wiki/A_Man_of_Mayfair,,,English Wikipedia category membership,CC BY-SA 4.0
A Matter of Murder,,Kensington Studios,Category:Films shot at Kensington Studios,,,https://en.wikipedia.org/wiki/A_Matter_of_Murder,,,English Wikipedia category membership,CC BY-SA 4.0
A Matter of Time (upcoming film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/A_Matter_of_Time_%28upcoming_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Matter of WHO,,MGM-British Studios,Category:Films shot at MGM-British Studios,,,https://en.wikipedia.org/wiki/A_Matter_of_WHO,,,English Wikipedia category membership,CC BY-SA 4.0
A Monster Calls (film),,Greater Manchester,Category:Films shot in Greater Manchester,,,https://en.wikipedia.org/wiki/A_Monster_Calls_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Monster Calls (film),,Lancashire,Category:Films shot in Lancashire,,,https://en.wikipedia.org/wiki/A_Monster_Calls_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Monster Calls (film),,Yorkshire,Category:Films shot in Yorkshire,,,https://en.wikipedia.org/wiki/A_Monster_Calls_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Nice Girl Like Me,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/A_Nice_Girl_Like_Me,,,English Wikipedia category membership,CC BY-SA 4.0
A Night Like This (1932 film),1932,"Imperial Studios, Elstree","Category:Films shot at Imperial Studios, Elstree",,,https://en.wikipedia.org/wiki/A_Night_Like_This_%281932_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Night in Montmartre,,Twickenham Film Studios,Category:Films shot at Twickenham Film Studios,,,https://en.wikipedia.org/wiki/A_Night_in_Montmartre,,,English Wikipedia category membership,CC BY-SA 4.0
A Night to Remember (1958 film),1958,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/A_Night_to_Remember_%281958_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Nightingale Sang in Berkeley Square (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/A_Nightingale_Sang_in_Berkeley_Square_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Nightingale Sang in Berkeley Square (film),,Twickenham Film Studios,Category:Films shot at Twickenham Film Studios,,,https://en.wikipedia.org/wiki/A_Nightingale_Sang_in_Berkeley_Square_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Pair of Briefs,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/A_Pair_of_Briefs,,,English Wikipedia category membership,CC BY-SA 4.0
A Pair of Spectacles,,Isleworth Studios,Category:Films shot at Isleworth Studios,,,https://en.wikipedia.org/wiki/A_Pair_of_Spectacles,,,English Wikipedia category membership,CC BY-SA 4.0
A Passage to India (film),,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/A_Passage_to_India_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Passionate Woman,,Bradford,Category:Television shows shot in Bradford,,,https://en.wikipedia.org/wiki/A_Passionate_Woman,,,English Wikipedia category membership,CC BY-SA 4.0
A Passionate Woman,,Leeds,Category:Television shows shot in Leeds,,,https://en.wikipedia.org/wiki/A_Passionate_Woman,,,English Wikipedia category membership,CC BY-SA 4.0
A Peep Behind the Scenes (1929 film),1929,Cricklewood Studios,Category:Films shot at Cricklewood Studios,,,https://en.wikipedia.org/wiki/A_Peep_Behind_the_Scenes_%281929_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Piece of Cake (film),,Highbury Studios,Category:Films shot at Highbury Studios,,,https://en.wikipedia.org/wiki/A_Piece_of_Cake_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Place to Go,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/A_Place_to_Go,,,English Wikipedia category membership,CC BY-SA 4.0
A Place to Go,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/A_Place_to_Go,,,English Wikipedia category membership,CC BY-SA 4.0
A Poet in New York,,Wales,Category:Films shot in Wales,,,https://en.wikipedia.org/wiki/A_Poet_in_New_York,,,English Wikipedia category membership,CC BY-SA 4.0
A Political Party,,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/A_Political_Party,,,English Wikipedia category membership,CC BY-SA 4.0
A Private Enterprise,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/A_Private_Enterprise,,,English Wikipedia category membership,CC BY-SA 4.0
A Private War,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/A_Private_War,,,English Wikipedia category membership,CC BY-SA 4.0
A Prize of Gold,,MGM-British Studios,Category:Films shot at MGM-British Studios,,,https://en.wikipedia.org/wiki/A_Prize_of_Gold,,,English Wikipedia category membership,CC BY-SA 4.0
A Prize of Gold,,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/A_Prize_of_Gold,,,English Wikipedia category membership,CC BY-SA 4.0
A Question of Adultery,,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/A_Question_of_Adultery,,,English Wikipedia category membership,CC BY-SA 4.0
A Quiet Place: Day One,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/A_Quiet_Place%3A_Day_One,,,English Wikipedia category membership,CC BY-SA 4.0
A Quiet Place: Day One,,Warner Bros. Studios Leavesden,Category:Films shot at Warner Bros. Studios Leavesden,,,https://en.wikipedia.org/wiki/A_Quiet_Place%3A_Day_One,,,English Wikipedia category membership,CC BY-SA 4.0
A Real Bloke,,Cricklewood Studios,Category:Films shot at Cricklewood Studios,,,https://en.wikipedia.org/wiki/A_Real_Bloke,,,English Wikipedia category membership,CC BY-SA 4.0
A Romance in Flanders,,Riverside Studios,Category:Films shot at Riverside Studios,,,https://en.wikipedia.org/wiki/A_Romance_in_Flanders,,,English Wikipedia category membership,CC BY-SA 4.0
A Romance of Seville,,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/A_Romance_of_Seville,,,English Wikipedia category membership,CC BY-SA 4.0
A Romance of Wastdale,,Cricklewood Studios,Category:Films shot at Cricklewood Studios,,,https://en.wikipedia.org/wiki/A_Romance_of_Wastdale,,,English Wikipedia category membership,CC BY-SA 4.0
A Room with a View (1985 film),1985,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/A_Room_with_a_View_%281985_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Room with a View (1985 film),1985,Kent,Category:Films shot in Kent,,,https://en.wikipedia.org/wiki/A_Room_with_a_View_%281985_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Royal Divorce (1938 film),1938,Denham Film Studios,Category:Films shot at Denham Film Studios,,,https://en.wikipedia.org/wiki/A_Royal_Divorce_%281938_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Royal Night Out,,Derbyshire,Category:Films shot in Derbyshire,,,https://en.wikipedia.org/wiki/A_Royal_Night_Out,,,English Wikipedia category membership,CC BY-SA 4.0
A Royal Night Out,,Yorkshire,Category:Films shot in Yorkshire,,,https://en.wikipedia.org/wiki/A_Royal_Night_Out,,,English Wikipedia category membership,CC BY-SA 4.0
A Safe Affair,,Nettlefold Studios,Category:Films shot at Nettlefold Studios,,,https://en.wikipedia.org/wiki/A_Safe_Affair,,,English Wikipedia category membership,CC BY-SA 4.0
A Safe Proposition,,Twickenham Film Studios,Category:Films shot at Twickenham Film Studios,,,https://en.wikipedia.org/wiki/A_Safe_Proposition,,,English Wikipedia category membership,CC BY-SA 4.0
A Serial Killer's Guide to Life,,East Sussex,Category:Films shot in East Sussex,,,https://en.wikipedia.org/wiki/A_Serial_Killer%27s_Guide_to_Life,,,English Wikipedia category membership,CC BY-SA 4.0
A Sharp Intake of Breath,,ATV Elstree Studios,Category:Television shows shot at ATV Elstree Studios,,,https://en.wikipedia.org/wiki/A_Sharp_Intake_of_Breath,,,English Wikipedia category membership,CC BY-SA 4.0
A Shot at Glory,,Scotland,Category:Films shot in Scotland,,,https://en.wikipedia.org/wiki/A_Shot_at_Glory,,,English Wikipedia category membership,CC BY-SA 4.0
A Shot in the Dark (1933 film),1933,Twickenham Film Studios,Category:Films shot at Twickenham Film Studios,,,https://en.wikipedia.org/wiki/A_Shot_in_the_Dark_%281933_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Shot in the Dark (1964 film),1964,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/A_Shot_in_the_Dark_%281964_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Shot in the Dark (1964 film),1964,MGM-British Studios,Category:Films shot at MGM-British Studios,,,https://en.wikipedia.org/wiki/A_Shot_in_the_Dark_%281964_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Sister to Assist 'Er (1938 film),1938,"Station Road Studios, Elstree","Category:Films shot at Station Road Studios, Elstree",,,https://en.wikipedia.org/wiki/A_Sister_to_Assist_%27Er_%281938_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Song for Tomorrow,,Highbury Studios,Category:Films shot at Highbury Studios,,,https://en.wikipedia.org/wiki/A_Song_for_Tomorrow,,,English Wikipedia category membership,CC BY-SA 4.0
A Soul's Awakening,,Lime Grove Studios,Category:Films shot at Lime Grove Studios,,,https://en.wikipedia.org/wiki/A_Soul%27s_Awakening,,,English Wikipedia category membership,CC BY-SA 4.0
A Southern Maid (film),,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/A_Southern_Maid_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Spot of Bother (1938 film),1938,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/A_Spot_of_Bother_%281938_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Spy Among Friends,,England,Category:Television shows shot in England,,,https://en.wikipedia.org/wiki/A_Spy_Among_Friends,,,English Wikipedia category membership,CC BY-SA 4.0
A Star Fell from Heaven (1936 film),1936,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/A_Star_Fell_from_Heaven_%281936_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Stitch in Time (1963 film),1963,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/A_Stitch_in_Time_%281963_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Story of David,,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/A_Story_of_David,,,English Wikipedia category membership,CC BY-SA 4.0
A Stranger Came Home,,Bray Studios,Category:Films shot at Bray Studios,,,https://en.wikipedia.org/wiki/A_Stranger_Came_Home,,,English Wikipedia category membership,CC BY-SA 4.0
A Street Cat Named Bob (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/A_Street_Cat_Named_Bob_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Street Cat Named Bob (film),,Twickenham Film Studios,Category:Films shot at Twickenham Film Studios,,,https://en.wikipedia.org/wiki/A_Street_Cat_Named_Bob_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Study in Terror,,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/A_Study_in_Terror,,,English Wikipedia category membership,CC BY-SA 4.0
A Tale of Two Cities (1958 film),1958,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/A_Tale_of_Two_Cities_%281958_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Talent for Murder (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/A_Talent_for_Murder_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Taste of Honey (film),,Greater Manchester,Category:Films shot in Greater Manchester,,,https://en.wikipedia.org/wiki/A_Taste_of_Honey_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
A Taste of Money,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/A_Taste_of_Money,,,English Wikipedia category membership,CC BY-SA 4.0
A Taste of Money,,New Elstree Studios,Category:Films shot at New Elstree Studios,,,https://en.wikipedia.org/wiki/A_Taste_of_Money,,,English Wikipedia category membership,CC BY-SA 4.0
A Taxi to Paradise,,Wembley Studios,Category:Films shot at Wembley Studios,,,https://en.wikipedia.org/wiki/A_Taxi_to_Paradise,,,English Wikipedia category membership,CC BY-SA 4.0
